usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado
USR0265,3575.4,2875.06,1574.26,-873.92,80.41,44.03,-24.44,Nunca,En riesgo,ACTIVO
USR0266,2320.72,1273.29,238.47,808.96,54.87,10.28,34.86,Alta,Saludable,ACTIVO
USR0267,3423.76,2419.5,702.04,302.22,70.67,20.5,8.83,Baja,En observación,ACTIVO
USR0268,4652.1,3805.64,579.65,266.81,81.8,12.46,5.74,Baja,En observación,ACTIVO
USR0269,2295.23,1227.28,398.57,669.38,53.47,17.37,29.16,Alta,Saludable,INACTIVO
USR0270,6514.11,2549.92,124.04,3840.16,39.14,1.9,58.95,Alta,Saludable,ACTIVO
USR0271,1925.14,1185.92,405.64,333.58,61.6,21.07,17.33,Media,En observación,ACTIVO
USR0272,4789.61,3325.87,1000.0,463.74,69.44,20.88,9.68,Baja,En observación,ACTIVO
USR0273,4080.8,4046.25,527.28,-492.73,99.15,12.92,-12.07,Nunca,En riesgo,ACTIVO
USR0274,4509.76,2757.59,834.95,917.22,61.15,18.51,20.34,Alta,En observación,ACTIVO
USR0275,1556.88,1121.44,267.39,168.05,72.03,17.17,10.79,Media,En observación,ACTIVO
USR0276,3750.05,2687.41,403.07,659.57,71.66,10.75,17.59,Media,En observación,ACTIVO
USR0277,5268.96,4421.75,1601.49,-754.28,83.92,30.39,-14.32,Nunca,En riesgo,ACTIVO
USR0278,3319.79,1639.1,1207.66,473.04,49.37,36.38,14.25,Media,En observación,ACTIVO
USR0279,4530.19,3262.21,1019.29,248.68,72.01,22.5,5.49,Baja,En observación,ACTIVO
USR0280,4534.32,3664.47,1566.94,-697.1,80.82,34.56,-15.37,Nunca,En riesgo,INACTIVO
USR0281,1733.62,1255.34,337.17,141.11,72.41,19.45,8.14,Baja,En observación,ELIMINADO
USR0282,5424.89,3669.02,740.86,1015.02,67.63,13.66,18.71,Media,En observación,ACTIVO
USR0283,3416.3,2603.72,711.11,101.48,76.21,20.82,2.97,Baja,En riesgo,ACTIVO
USR0284,3249.44,1775.42,328.63,1145.38,54.64,10.11,35.25,Alta,Saludable,ACTIVO
USR0285,2939.17,1668.17,222.9,1048.09,56.76,7.58,35.66,Alta,Saludable,ACTIVO
USR0286,3445.17,2518.48,1066.93,-140.24,73.1,30.97,-4.07,Nunca,En observación,ACTIVO
USR0287,4734.89,3940.45,1048.35,-253.91,83.22,22.14,-5.36,Nunca,En riesgo,ACTIVO
USR0288,6118.63,4181.19,258.77,1678.67,68.34,4.23,27.44,Alta,En observación,ACTIVO
USR0289,1607.46,1160.8,263.06,183.61,72.21,16.36,11.42,Media,En observación,ACTIVO
USR0290,6451.11,3961.16,2741.54,-251.59,61.4,42.5,-3.9,Nunca,En riesgo,ACTIVO
USR0291,4075.6,2454.84,215.66,1405.1,60.23,5.29,34.48,Alta,En observación,ACTIVO
USR0292,4914.07,3988.76,1803.68,-878.36,81.17,36.7,-17.87,Nunca,En riesgo,ACTIVO
USR0293,3030.98,2652.81,1083.98,-705.81,87.52,35.76,-23.29,Nunca,En riesgo,ACTIVO
USR0294,5128.45,2984.24,865.66,1278.55,58.19,16.88,24.93,Alta,Saludable,ACTIVO
USR0295,3111.72,1924.15,1118.88,68.69,61.84,35.96,2.21,Baja,En observación,ACTIVO
USR0296,4215.65,2981.8,875.8,358.05,70.73,20.77,8.49,Baja,En observación,ACTIVO
USR0297,4953.66,2225.85,2806.17,-78.36,44.93,56.65,-1.58,Nunca,En riesgo,ACTIVO
USR0298,3961.3,3020.97,913.93,26.4,76.26,23.07,0.67,Baja,En riesgo,ACTIVO
USR0299,3896.81,2928.75,806.95,161.11,75.16,20.71,4.13,Baja,En riesgo,ACTIVO
USR0300,4571.14,3724.07,531.77,315.3,81.47,11.63,6.9,Baja,En observación,ACTIVO
USR0301,3324.35,2370.08,1237.48,-283.21,71.29,37.22,-8.52,Nunca,En observación,ACTIVO
USR0302,5159.14,3893.92,1045.38,219.84,75.48,20.26,4.26,Baja,En riesgo,ACTIVO
USR0303,2868.71,1040.55,236.24,1591.93,36.27,8.24,55.49,Alta,Saludable,ACTIVO
USR0304,4168.79,2467.21,484.78,1216.8,59.18,11.63,29.19,Alta,Saludable,ACTIVO
USR0305,6528.78,5766.0,647.16,115.62,88.32,9.91,1.77,Baja,En riesgo,ACTIVO
USR0306,5281.3,4811.11,555.67,-85.47,91.1,10.52,-1.62,Nunca,En riesgo,ACTIVO
USR0307,3621.11,2181.56,541.23,898.32,60.25,14.95,24.81,Alta,En observación,ACTIVO
USR0308,4831.6,3319.88,592.51,919.21,68.71,12.26,19.02,Media,En observación,ACTIVO
USR0309,3496.68,1854.69,620.51,1021.48,53.04,17.75,29.21,Alta,Saludable,ACTIVO
USR0310,5331.57,3599.42,853.17,878.98,67.51,16.0,16.49,Media,En observación,ACTIVO
USR0311,1611.28,1102.23,392.45,116.6,68.41,24.36,7.24,Baja,En observación,ACTIVO
USR0312,3255.6,1329.87,22.16,1903.57,40.85,0.68,58.47,Alta,Saludable,ACTIVO
USR0313,2110.74,1092.87,134.38,883.49,51.78,6.37,41.86,Alta,Saludable,ACTIVO
USR0314,6420.7,3053.78,89.23,3277.69,47.56,1.39,51.05,Alta,Saludable,ACTIVO
USR0315,4890.08,3569.08,767.32,553.68,72.99,15.69,11.32,Media,En observación,ACTIVO
USR0316,2048.01,1523.0,220.49,304.52,74.36,10.77,14.87,Media,En observación,ACTIVO
USR0317,3161.43,2075.28,184.27,901.88,65.64,5.83,28.53,Alta,En observación,ACTIVO
USR0318,3861.73,2781.45,905.37,174.9,72.03,23.44,4.53,Baja,En observación,ACTIVO
USR0319,4990.63,4247.14,1573.49,-830.0,85.1,31.53,-16.63,Nunca,En riesgo,ACTIVO
USR0320,4176.35,3715.49,725.34,-264.48,88.96,17.37,-6.33,Nunca,En riesgo,ACTIVO
USR0321,2613.84,1568.22,1090.68,-45.06,60.0,41.73,-1.72,Nunca,En riesgo,ACTIVO
USR0322,6170.74,3283.85,770.67,2116.23,53.22,12.49,34.29,Alta,Saludable,ACTIVO
USR0323,4873.4,3687.38,933.06,252.97,75.66,19.15,5.19,Baja,En observación,ACTIVO
USR0324,6377.32,4533.14,1149.44,694.74,71.08,18.02,10.89,Media,En observación,ACTIVO
USR0325,2518.5,1794.85,538.34,185.31,71.27,21.38,7.36,Baja,En observación,ACTIVO
USR0326,5067.84,2767.95,704.56,1595.32,54.62,13.9,31.48,Alta,Saludable,ACTIVO
USR0327,2762.53,1354.37,314.97,1093.19,49.03,11.4,39.57,Alta,Saludable,ACTIVO
USR0328,4438.64,1714.32,494.25,2230.07,38.62,11.14,50.24,Alta,Saludable,ACTIVO
USR0329,6576.52,5498.64,1697.18,-619.31,83.61,25.81,-9.42,Nunca,En riesgo,ACTIVO
USR0330,2155.55,1840.78,605.12,-290.35,85.4,28.07,-13.47,Nunca,En riesgo,ACTIVO
USR0331,4634.23,2365.97,1860.7,407.56,51.05,40.15,8.79,Baja,En riesgo,ACTIVO
USR0332,5779.18,2695.69,206.56,2876.93,46.64,3.57,49.78,Alta,Saludable,ACTIVO
USR0333,5257.43,4246.07,1925.14,-913.78,80.76,36.62,-17.38,Nunca,En riesgo,ACTIVO
USR0334,5632.05,2994.68,2670.8,-33.43,53.17,47.42,-0.59,Nunca,En riesgo,ACTIVO
USR0335,3804.62,2908.92,837.57,58.12,76.46,22.01,1.53,Baja,En riesgo,ACTIVO
USR0336,4043.3,2947.41,1078.78,17.11,72.9,26.68,0.42,Baja,En observación,ACTIVO
USR0337,2895.83,2304.94,710.53,-119.64,79.6,24.54,-4.13,Nunca,En riesgo,ACTIVO
USR0338,4424.08,3520.32,814.43,89.33,79.57,18.41,2.02,Baja,En riesgo,ACTIVO
USR0339,4520.16,3769.64,1942.2,-1191.68,83.4,42.97,-26.36,Nunca,En riesgo,ACTIVO
USR0340,4326.76,2977.41,1220.22,129.13,68.81,28.2,2.98,Baja,En observación,ACTIVO
USR0341,4407.62,2386.59,588.73,1432.31,54.15,13.36,32.5,Alta,Saludable,ACTIVO
USR0342,3596.6,3086.49,1119.89,-609.78,85.82,31.14,-16.95,Nunca,En riesgo,ACTIVO
USR0343,3866.48,2091.9,403.4,1371.17,54.1,10.43,35.46,Alta,Saludable,ACTIVO
USR0344,4614.5,3126.18,903.51,584.82,67.75,19.58,12.67,Media,En observación,ACTIVO
USR0345,4651.38,3384.54,1059.65,207.19,72.76,22.78,4.45,Baja,En observación,ACTIVO
USR0346,1662.06,1128.58,349.02,184.46,67.9,21.0,11.1,Media,En observación,ACTIVO
USR0347,2804.29,2353.3,295.0,155.99,83.92,10.52,5.56,Baja,En observación,ACTIVO
USR0348,3498.47,2538.57,715.79,244.1,72.56,20.46,6.98,Baja,En observación,ACTIVO
USR0349,2578.78,2345.93,431.16,-198.3,90.97,16.72,-7.69,Nunca,En riesgo,ACTIVO
USR0350,1761.44,969.53,160.5,631.41,55.04,9.11,35.85,Alta,Saludable,ACTIVO
USR0351,1800.94,1474.15,703.24,-376.45,81.85,39.05,-20.9,Nunca,En riesgo,ACTIVO
USR0352,5011.98,2165.53,285.9,2560.55,43.21,5.7,51.09,Alta,Saludable,ACTIVO
USR0353,2792.56,1487.2,1516.82,-211.47,53.26,54.32,-7.57,Nunca,En riesgo,ACTIVO
USR0354,1918.6,1099.93,311.55,507.12,57.33,16.24,26.43,Alta,Saludable,ACTIVO
USR0355,4237.83,2947.84,1194.22,95.77,69.56,28.18,2.26,Baja,En observación,ACTIVO
USR0356,6615.3,3794.97,325.22,2495.11,57.37,4.92,37.72,Alta,Saludable,ACTIVO
USR0357,5145.57,3365.47,537.89,1242.21,65.41,10.45,24.14,Alta,En observación,ACTIVO
USR0358,6335.8,3988.47,2284.53,62.8,62.95,36.06,0.99,Baja,En observación,ACTIVO
USR0359,1738.28,1161.9,236.08,340.29,66.84,13.58,19.58,Media,En observación,ACTIVO
USR0360,5124.39,1579.32,443.75,3101.32,30.82,8.66,60.52,Alta,Saludable,ACTIVO
USR0361,2757.46,1943.35,752.17,61.94,70.48,27.28,2.25,Baja,En observación,ACTIVO
USR0362,6142.34,2581.84,516.11,3044.39,42.03,8.4,49.56,Alta,Saludable,ACTIVO
USR0363,2005.13,1511.73,625.56,-132.15,75.39,31.2,-6.59,Nunca,En riesgo,ACTIVO
USR0364,4764.88,3497.02,900.88,366.98,73.39,18.91,7.7,Baja,En observación,ACTIVO
USR0365,4072.39,3643.83,478.48,-49.92,89.48,11.75,-1.23,Nunca,En riesgo,ACTIVO
USR0366,4060.34,2789.36,1075.95,195.03,68.7,26.5,4.8,Baja,En observación,ACTIVO
USR0367,1999.21,1351.99,426.56,220.65,67.63,21.34,11.04,Media,En observación,ACTIVO
USR0368,1831.45,1342.19,389.08,100.17,73.29,21.24,5.47,Baja,En observación,ACTIVO
USR0369,4076.02,1735.6,453.18,1887.25,42.58,11.12,46.3,Alta,Saludable,ACTIVO
USR0370,2487.1,2082.54,289.25,115.31,83.73,11.63,4.64,Baja,En riesgo,ACTIVO
USR0371,5432.53,3122.71,1177.05,1132.77,57.48,21.67,20.85,Alta,En observación,ACTIVO
USR0372,3017.55,1659.97,1173.52,184.06,55.01,38.89,6.1,Baja,En observación,ACTIVO
USR0373,5073.23,2159.92,128.69,2784.62,42.57,2.54,54.89,Alta,Saludable,INACTIVO
USR0374,5212.86,3505.57,458.9,1248.38,67.25,8.8,23.95,Alta,En observación,ACTIVO
USR0375,5473.54,4784.75,1746.38,-1057.59,87.42,31.91,-19.32,Nunca,En riesgo,ACTIVO
USR0376,3378.69,2378.59,484.31,515.79,70.4,14.33,15.27,Media,En observación,ACTIVO
USR0377,2566.11,1543.56,465.57,556.98,60.15,18.14,21.71,Alta,En observación,ACTIVO
USR0378,5846.47,2875.81,578.59,2392.07,49.19,9.9,40.91,Alta,Saludable,ACTIVO
USR0379,3704.2,2472.78,412.6,818.81,66.76,11.14,22.11,Alta,En observación,ACTIVO
USR0380,5301.21,2957.22,733.99,1610.0,55.78,13.85,30.37,Alta,Saludable,ACTIVO
USR0381,6949.02,3090.54,373.56,3484.92,44.47,5.38,50.15,Alta,Saludable,ACTIVO
USR0382,2090.18,1460.69,797.74,-168.25,69.88,38.17,-8.05,Nunca,En observación,ACTIVO
USR0383,6947.03,2551.51,969.28,3426.24,36.73,13.95,49.32,Alta,Saludable,ACTIVO
USR0384,2371.53,1345.81,315.16,710.55,56.75,13.29,29.96,Alta,Saludable,ACTIVO
USR0385,2394.16,1036.22,139.63,1218.31,43.28,5.83,50.89,Alta,Saludable,ACTIVO
USR0386,5131.66,2788.84,1910.98,431.84,54.35,37.24,8.42,Baja,En observación,ACTIVO
USR0387,3091.41,2269.38,797.02,25.01,73.41,25.78,0.81,Baja,En observación,ACTIVO
USR0388,3243.49,2175.11,593.47,474.91,67.06,18.3,14.64,Media,En observación,ACTIVO
USR0389,3316.77,2016.87,609.53,690.37,60.81,18.38,20.81,Alta,En observación,ACTIVO
USR0390,6486.92,4592.46,960.31,934.14,70.8,14.8,14.4,Media,En observación,ACTIVO
USR0391,1313.13,650.05,506.58,156.5,49.5,38.58,11.92,Media,En observación,ACTIVO
USR0392,4276.01,2737.63,770.38,768.0,64.02,18.02,17.96,Media,En observación,ACTIVO
USR0393,3578.13,2704.17,612.02,261.93,75.58,17.1,7.32,Baja,En observación,ACTIVO
USR0394,2060.78,1369.12,205.37,486.3,66.44,9.97,23.6,Alta,En observación,ACTIVO
USR0395,6198.35,3295.82,187.22,2715.31,53.17,3.02,43.81,Alta,Saludable,ACTIVO
USR0396,3766.82,2752.75,1804.05,-789.97,73.08,47.89,-20.97,Nunca,En riesgo,ACTIVO
USR0397,3166.71,1146.66,212.06,1807.99,36.21,6.7,57.09,Alta,Saludable,ACTIVO
USR0398,4402.39,2473.71,423.54,1505.14,56.19,9.62,34.19,Alta,Saludable,ACTIVO
USR0399,4043.43,2073.74,575.64,1394.06,51.29,14.24,34.48,Alta,Saludable,ACTIVO
USR0400,1312.54,980.25,546.47,-214.18,74.68,41.63,-16.32,Nunca,En riesgo,ACTIVO
USR0401,4994.21,4206.82,1858.17,-1070.77,84.23,37.21,-21.44,Nunca,En riesgo,ACTIVO
USR0402,6318.01,3790.74,461.39,2065.88,60.0,7.3,32.7,Alta,Saludable,ACTIVO
USR0403,3249.36,2182.92,300.24,766.2,67.18,9.24,23.58,Alta,En observación,ACTIVO
USR0404,3197.05,1655.73,391.42,1149.9,51.79,12.24,35.97,Alta,Saludable,ACTIVO
USR0405,2297.58,2048.97,383.49,-134.87,89.18,16.69,-5.87,Nunca,En riesgo,ACTIVO
USR0406,3306.74,2157.98,452.42,696.34,65.26,13.68,21.06,Alta,En observación,ACTIVO
USR0407,3561.93,2000.45,608.83,952.65,56.16,17.09,26.75,Alta,Saludable,ACTIVO
USR0408,4879.6,3327.44,1126.3,425.86,68.19,23.08,8.73,Baja,En observación,ACTIVO
USR0409,5283.62,3526.49,694.15,1062.98,66.74,13.14,20.12,Alta,En observación,ACTIVO
USR0410,1937.12,1283.64,350.29,303.2,66.27,18.08,15.65,Media,En observación,ACTIVO
USR0411,3502.56,2506.74,875.14,120.68,71.57,24.99,3.45,Baja,En observación,ACTIVO
USR0412,5341.64,3885.26,1701.24,-244.86,72.74,31.85,-4.58,Nunca,En observación,ACTIVO
USR0413,6142.74,3072.49,2257.52,812.73,50.02,36.75,13.23,Media,En observación,ACTIVO
USR0414,6160.17,4429.66,1492.21,238.31,71.91,24.22,3.87,Baja,En observación,ACTIVO
USR0415,2561.55,2238.75,379.88,-57.08,87.4,14.83,-2.23,Nunca,En riesgo,ACTIVO
USR0416,1963.56,1545.74,859.31,-441.49,78.72,43.76,-22.48,Nunca,En riesgo,ACTIVO
USR0417,4718.69,4224.54,664.58,-170.43,89.53,14.08,-3.61,Nunca,En riesgo,ACTIVO
USR0418,4277.21,3789.11,391.74,96.36,88.59,9.16,2.25,Baja,En riesgo,ACTIVO
USR0419,3622.38,3203.29,526.95,-107.86,88.43,14.55,-2.98,Nunca,En riesgo,ACTIVO
USR0420,3351.94,2567.4,566.89,217.66,76.59,16.91,6.49,Baja,En observación,ACTIVO
USR0421,3365.85,2219.76,685.15,460.94,65.95,20.36,13.69,Media,En observación,ACTIVO
USR0422,2175.72,1902.14,535.6,-262.01,87.43,24.62,-12.04,Nunca,En riesgo,ACTIVO
USR0423,2159.53,1466.36,677.35,15.81,67.9,31.37,0.73,Baja,En observación,ACTIVO
USR0424,2830.05,1732.3,493.89,603.86,61.21,17.45,21.34,Alta,En observación,ACTIVO
USR0425,3105.7,1701.3,429.1,975.3,54.78,13.82,31.4,Alta,Saludable,ACTIVO
USR0426,4768.48,3553.78,1264.54,-49.84,74.53,26.52,-1.05,Nunca,En observación,ACTIVO
USR0427,1751.9,1529.05,227.52,-4.67,87.28,12.99,-0.27,Nunca,En riesgo,ACTIVO
USR0428,2709.54,1815.39,552.4,341.75,67.0,20.39,12.61,Media,En observación,ACTIVO
USR0429,3605.05,2686.69,634.82,283.54,74.53,17.61,7.87,Baja,En observación,ACTIVO
USR0430,5843.95,4593.84,844.0,406.1,78.61,14.44,6.95,Baja,En observación,ELIMINADO
USR0431,3116.94,2377.5,366.57,372.87,76.28,11.76,11.96,Media,En observación,ACTIVO
USR0432,3148.31,1451.02,201.46,1495.82,46.09,6.4,47.51,Alta,Saludable,ACTIVO
USR0433,4798.33,2052.78,205.65,2539.91,42.78,4.29,52.93,Alta,Saludable,ACTIVO
USR0434,1538.97,1033.73,88.43,416.81,67.17,5.75,27.08,Alta,En observación,ACTIVO
USR0435,2782.07,1098.61,302.94,1380.51,39.49,10.89,49.62,Alta,Saludable,ACTIVO
USR0436,2724.85,1361.95,399.27,963.63,49.98,14.65,35.36,Alta,Saludable,ACTIVO
USR0437,4337.05,3667.76,990.44,-321.14,84.57,22.84,-7.4,Nunca,En riesgo,ACTIVO
USR0438,6838.79,3161.52,54.73,3622.54,46.23,0.8,52.97,Alta,Saludable,ACTIVO
USR0439,4384.97,3420.23,1705.06,-740.32,78.0,38.88,-16.88,Nunca,En riesgo,ACTIVO
USR0440,2519.69,1814.1,440.74,264.84,72.0,17.49,10.51,Media,En observación,ACTIVO
USR0441,3950.75,2897.33,709.39,344.03,73.34,17.96,8.71,Baja,En observación,ACTIVO
USR0442,1812.12,1059.52,273.58,479.01,58.47,15.1,26.43,Alta,Saludable,ACTIVO
USR0443,6500.74,6174.21,536.14,-209.62,94.98,8.25,-3.22,Nunca,En riesgo,ACTIVO
USR0444,3238.59,2830.81,567.89,-160.11,87.41,17.54,-4.94,Nunca,En riesgo,ACTIVO
USR0445,4832.75,4049.1,1239.76,-456.11,83.78,25.65,-9.44,Nunca,En riesgo,ACTIVO
USR0446,2107.71,1344.45,286.23,477.03,63.79,13.58,22.63,Alta,En observación,ACTIVO
USR0447,4423.27,2599.12,512.58,1311.57,58.76,11.59,29.65,Alta,Saludable,ACTIVO
USR0448,4290.51,2350.34,2163.16,-222.99,54.78,50.42,-5.2,Nunca,En riesgo,ACTIVO
USR0449,2143.52,1067.95,219.6,855.97,49.82,10.24,39.93,Alta,Saludable,ACTIVO
USR0450,2829.68,2245.47,460.05,124.16,79.35,16.26,4.39,Baja,En riesgo,ACTIVO
USR0451,4995.52,4359.45,2366.43,-1730.37,87.27,47.37,-34.64,Nunca,En riesgo,ACTIVO
USR0452,6853.45,6166.26,1170.81,-483.62,89.97,17.08,-7.06,Nunca,En riesgo,ACTIVO
USR0453,3046.88,2021.1,634.6,391.18,66.33,20.83,12.84,Media,En observación,ACTIVO
USR0454,4300.24,3511.88,1451.7,-663.35,81.67,33.76,-15.43,Nunca,En riesgo,ACTIVO
USR0455,3955.54,2532.52,671.45,751.56,64.02,16.97,19.0,Media,En observación,ACTIVO
USR0456,2755.52,1939.38,1159.1,-342.96,70.38,42.06,-12.45,Nunca,En riesgo,ACTIVO
USR0457,2024.39,1659.57,984.54,-619.72,81.98,48.63,-30.61,Nunca,En riesgo,ACTIVO
USR0458,5832.88,4992.16,2598.16,-1757.44,85.59,44.54,-30.13,Nunca,En riesgo,ACTIVO
USR0459,4258.52,2331.57,1552.9,374.05,54.75,36.47,8.78,Baja,En observación,ACTIVO
USR0460,5007.83,2918.97,1005.41,1083.45,58.29,20.08,21.64,Alta,En observación,INACTIVO
USR0461,4201.77,3310.1,1936.19,-1044.53,78.78,46.08,-24.86,Nunca,En riesgo,ACTIVO
USR0462,1943.81,969.93,204.88,769.0,49.9,10.54,39.56,Alta,Saludable,ELIMINADO
USR0463,1639.75,1215.84,319.47,104.44,74.15,19.48,6.37,Baja,En observación,INACTIVO
USR0464,5649.49,3790.82,706.82,1151.85,67.1,12.51,20.39,Alta,En observación,ACTIVO
USR0465,1905.02,803.3,86.5,1015.22,42.17,4.54,53.29,Alta,Saludable,ACTIVO
USR0466,3882.41,2477.14,466.55,938.72,63.8,12.02,24.18,Alta,En observación,ACTIVO
USR0467,3921.82,2852.0,1761.14,-691.32,72.72,44.91,-17.63,Nunca,En riesgo,ACTIVO
USR0468,3601.9,1565.73,265.04,1771.12,43.47,7.36,49.17,Alta,Saludable,ACTIVO
USR0469,5831.05,2734.42,694.05,2402.59,46.89,11.9,41.2,Alta,Saludable,ACTIVO
USR0470,4725.9,4412.5,523.44,-210.04,93.37,11.08,-4.44,Nunca,En riesgo,ACTIVO
USR0471,5541.15,3605.36,381.93,1553.86,65.07,6.89,28.04,Alta,En observación,ACTIVO
USR0472,4397.77,3090.86,882.68,424.23,70.28,20.07,9.65,Baja,En observación,ACTIVO
USR0473,2230.72,1320.05,178.5,732.16,59.18,8.0,32.82,Alta,Saludable,ACTIVO
USR0474,6949.31,3538.99,347.12,3063.21,50.93,5.0,44.08,Alta,Saludable,ACTIVO
USR0475,5309.79,2116.07,684.42,2509.3,39.85,12.89,47.26,Alta,Saludable,ACTIVO
USR0476,6006.14,5627.74,720.22,-341.82,93.7,11.99,-5.69,Nunca,En riesgo,ACTIVO
USR0477,3223.1,2403.85,899.42,-80.17,74.58,27.91,-2.49,Nunca,En observación,ACTIVO
USR0478,4433.38,2984.83,939.28,509.27,67.33,21.19,11.49,Media,En observación,ACTIVO
USR0479,3742.62,2928.08,1290.88,-476.34,78.24,34.49,-12.73,Nunca,En riesgo,ACTIVO
USR0480,3304.0,2114.15,674.29,515.55,63.99,20.41,15.6,Media,En observación,ACTIVO
USR0481,4372.81,3970.38,465.6,-63.17,90.8,10.65,-1.44,Nunca,En riesgo,ACTIVO
USR0482,3653.7,2512.55,244.11,897.04,68.77,6.68,24.55,Alta,En observación,ACTIVO
USR0483,2590.8,1084.8,377.82,1128.18,41.87,14.58,43.55,Alta,Saludable,ACTIVO
USR0484,3153.64,2163.34,1151.69,-161.39,68.6,36.52,-5.12,Nunca,En observación,ACTIVO
USR0485,6084.8,3937.7,431.33,1715.77,64.71,7.09,28.2,Alta,En observación,ACTIVO
USR0486,2136.65,1153.57,85.43,897.65,53.99,4.0,42.01,Alta,Saludable,ACTIVO
USR0487,2702.72,975.91,289.83,1436.98,36.11,10.72,53.17,Alta,Saludable,INACTIVO
USR0488,4913.21,3762.44,865.56,285.21,76.58,17.62,5.81,Baja,En observación,ACTIVO
USR0489,3589.08,2940.71,557.64,90.73,81.93,15.54,2.53,Baja,En riesgo,ACTIVO
USR0490,6389.23,2475.31,729.42,3184.5,38.74,11.42,49.84,Alta,Saludable,ACTIVO
USR0491,3027.16,1955.01,155.7,916.45,64.58,5.14,30.27,Alta,En observación,ACTIVO
USR0492,2266.85,1849.45,136.36,281.05,81.59,6.02,12.4,Media,En observación,ACTIVO
USR0493,2213.21,1497.74,417.92,297.55,67.67,18.88,13.44,Media,En observación,ACTIVO
USR0494,1853.49,1312.95,477.14,63.4,70.84,25.74,3.42,Baja,En observación,ACTIVO
USR0495,1806.86,1472.19,560.22,-225.55,81.48,31.01,-12.48,Nunca,En riesgo,ACTIVO
USR0496,5395.08,4787.78,539.47,67.83,88.74,10.0,1.26,Baja,En riesgo,ACTIVO
USR0497,4095.53,1808.57,556.7,1730.27,44.16,13.59,42.25,Alta,Saludable,ACTIVO
USR0498,5582.55,3112.84,1015.52,1454.19,55.76,18.19,26.05,Alta,Saludable,ACTIVO
USR0499,3656.84,3043.03,977.63,-363.82,83.21,26.73,-9.95,Nunca,En riesgo,ACTIVO
USR0500,4607.75,2912.24,829.91,865.6,63.2,18.01,18.79,Media,En observación,ACTIVO
USR0501,1702.35,865.35,262.36,574.65,50.83,15.41,33.76,Alta,Saludable,ACTIVO
USR0502,5078.01,3180.67,1037.91,859.42,62.64,20.44,16.92,Media,En observación,ACTIVO
USR0503,4522.36,3577.89,2082.1,-1137.63,79.12,46.04,-25.16,Nunca,En riesgo,ACTIVO
USR0504,5033.34,3667.83,1016.24,349.26,72.87,20.19,6.94,Baja,En observación,ACTIVO
USR0505,4435.67,2742.84,700.39,992.44,61.84,15.79,22.37,Alta,En observación,ACTIVO
USR0506,2775.25,1607.12,391.11,777.03,57.91,14.09,28.0,Alta,Saludable,ACTIVO
USR0507,4129.62,3021.75,1560.27,-452.39,73.17,37.78,-10.95,Nunca,En observación,INACTIVO
USR0508,2632.81,758.85,275.2,1598.76,28.82,10.45,60.72,Alta,Saludable,ACTIVO
USR0509,3356.28,1798.61,1237.04,320.63,53.59,36.86,9.55,Baja,En observación,ACTIVO
USR0510,5899.51,3757.96,512.94,1628.61,63.7,8.69,27.61,Alta,En observación,ACTIVO
USR0511,4136.96,3926.31,144.71,65.94,94.91,3.5,1.59,Baja,En riesgo,ACTIVO
USR0512,6207.38,3414.67,538.66,2254.05,55.01,8.68,36.31,Alta,Saludable,ACTIVO
USR0513,2573.07,1343.28,1196.12,33.67,52.21,46.49,1.31,Baja,En riesgo,ACTIVO
USR0514,5021.05,4057.03,1256.69,-292.67,80.8,25.03,-5.83,Nunca,En riesgo,ACTIVO
USR0515,6203.32,5706.87,1068.43,-571.98,92.0,17.22,-9.22,Nunca,En riesgo,INACTIVO
USR0516,3573.77,2027.46,439.0,1107.31,56.73,12.28,30.98,Alta,Saludable,ACTIVO
USR0517,2568.73,1396.58,1326.35,-154.2,54.37,51.63,-6.0,Nunca,En riesgo,ACTIVO
USR0518,4989.67,2813.6,681.95,1494.11,56.39,13.67,29.94,Alta,Saludable,ACTIVO
USR0519,5222.52,3159.76,217.4,1845.36,60.5,4.16,35.33,Alta,En observación,ACTIVO
USR0520,5133.27,4012.6,1206.66,-85.99,78.17,23.51,-1.68,Nunca,En riesgo,ACTIVO
USR0521,2382.72,1828.92,424.87,128.93,76.76,17.83,5.41,Baja,En observación,ACTIVO
USR0522,1993.48,1139.24,356.09,498.15,57.15,17.86,24.99,Alta,Saludable,ACTIVO
USR0523,4544.45,3969.24,1839.2,-1263.99,87.34,40.47,-27.81,Nunca,En riesgo,ACTIVO
USR0524,6129.1,4578.9,1193.31,356.89,74.71,19.47,5.82,Baja,En observación,ACTIVO
USR0525,3949.69,3071.99,617.86,259.84,77.78,15.64,6.58,Baja,En observación,ACTIVO
USR0526,3553.49,2446.68,602.31,504.5,68.85,16.95,14.2,Media,En observación,ACTIVO
USR0527,2874.44,2590.07,495.29,-210.92,90.11,17.23,-7.34,Nunca,En riesgo,ACTIVO
USR0528,4427.33,2881.78,844.73,700.82,65.09,19.08,15.83,Media,En observación,ACTIVO
USR0529,2548.05,1416.17,322.12,809.76,55.58,12.64,31.78,Alta,Saludable,ACTIVO
USR0530,4364.11,2843.77,203.2,1317.13,65.16,4.66,30.18,Alta,En observación,INACTIVO
